"mama/c_cpp/src/c/bridge/qpid/qpidcommon.c:61","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/bridge/qpid/transport.c:1118","warning: Initialized va_list 'arguments' is leaked [clang-analyzer-valist.Unterminated]"
"mama/c_cpp/src/c/datetime.c:1234","warning: format specifies type 'int' but the argument has type 'long' [clang-diagnostic-format]"
"mama/c_cpp/src/c/datetime.c:1955","warning: enumeration value 'MAMA_DATE_TIME_PREC_NANOSECONDS' not handled in switch [clang-diagnostic-switch]"
"mama/c_cpp/src/c/dqpublishermanager.c:136","warning: Dereference of null pointer [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/dqpublishermanager.c:272","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:274","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:275","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:437","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:438","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:439","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/dqpublishermanager.c:444","warning: Potential leak of memory pointed to by 'newTopic' [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/dqstrategy.c:370","warning: Value stored to 'msgStatus' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/fieldcache/fieldcachefield.c:249","warning: 2nd function call argument is an uninitialized value [clang-analyzer-core.CallAndMessage]"
"mama/c_cpp/src/c/fieldcache/fieldcachemap.c:34","warning: Value stored to 'ret' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/fileutils.c:66","warning: implicit conversion from enumeration type 'mama_status' to different enumeration type 'mamaMsgStatus' (aka 'enum mamaMsgStatus_') [clang-diagnostic-enum-conversion]"
"mama/c_cpp/src/c/ft.c:646","warning: while loop has empty body [clang-diagnostic-empty-body]"
"mama/c_cpp/src/c/ft.c:678","warning: Undefined or garbage value returned to caller [clang-analyzer-core.uninitialized.UndefReturn]"
"mama/c_cpp/src/c/inbox.c:237","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/inbox.c:244","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/io.c:135","warning: Access to field 'bridgeMamaIoDestroy' results in a dereference of a null pointer (loaded from field 'mBridgeImpl') [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/log.c:163","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/log.c:175","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/log.c:180","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/log.c:272","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/log.c:529","warning: Initialized va_list 'ap' is initialized again [clang-analyzer-valist.Unterminated]"
"mama/c_cpp/src/c/log.c:985","warning: Value stored to 'ret' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/mama.c:1187","warning: 1st function call argument is an uninitialized value [clang-analyzer-core.CallAndMessage]"
"mama/c_cpp/src/c/mama.c:2166","warning: address of array 'bridgeMamaVersion.mExtra' will always evaluate to 'true' [clang-diagnostic-pointer-bool-conversion]"
"mama/c_cpp/src/c/mama.c:2686","warning: address of array 'bridgeMamaVersion.mExtra' will always evaluate to 'true' [clang-diagnostic-pointer-bool-conversion]"
"mama/c_cpp/src/c/msg.c:1845","warning: Value stored to 'mamaField' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/msg.c:3711","warning: Array access (via field 'mLastVectorMsg') results in a null pointer dereference [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/msg.c:474","warning: Use of memory after it is freed [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/msg.c:785","warning: Null pointer passed as an argument to a 'nonnull' parameter [clang-analyzer-core.NonNullParamChecker]"
"mama/c_cpp/src/c/msg.c:787","warning: Null pointer passed as an argument to a 'nonnull' parameter [clang-analyzer-core.NonNullParamChecker]"
"mama/c_cpp/src/c/msgqualifier.c:296","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:297","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:301","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:302","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:306","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:307","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:311","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:312","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:316","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:317","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/msgqualifier.c:332","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/payload/qpidmsg/payload.c:871","warning: Array access (via field 'mBuffer') results in a null pointer dereference [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/playback/playbackcapture.c:141","warning: implicit conversion from enumeration type 'mama_status' to different enumeration type 'mamaMsgStatus' (aka 'enum mamaMsgStatus_') [clang-diagnostic-enum-conversion]"
"mama/c_cpp/src/c/playback/playbackcapture.c:156","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:157","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:178","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:182","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:198","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:247","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:248","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:250","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:251","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:253","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:254","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:257","warning: Call to function 'strcat' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcat'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackcapture.c:304","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackFileParser.c:279","warning: Value stored to 'fileStatus' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/playback/playbackpublisher.c:295","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/playback/playbackpublisher.c:304","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/publisher.c:195","warning: Access to field 'onCreate' results in a dereference of a null pointer (loaded from variable 'cb') [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/publisher.c:320","warning: Use of memory after it is freed [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/queue.c:1393","warning: expression result unused [clang-diagnostic-unused-value]"
"mama/c_cpp/src/c/queue.c:1396","warning: Access to field 'mDispatcher' results in a dereference of a null pointer (loaded from field 'mQueue') [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/queue.c:778","warning: Use of memory after it is freed [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/sourceman.c:56","warning: Potential leak of memory pointed to by 'impl' [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/statslogger.c:1034","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:292","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:673","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:920","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:924","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:928","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/statslogger.c:932","warning: Value stored to 'status' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/subscription.c:1075","warning: Access to field 'mBridgeImpl' results in a dereference of a null pointer (loaded from variable 'subscription') [clang-analyzer-core.NullDereference]"
"mama/c_cpp/src/c/subscription.c:2111","warning: expression which evaluates to zero treated as a null pointer constant of type 'void *' [clang-diagnostic-non-literal-null-conversion]"
"mama/c_cpp/src/c/subscription.c:2294","warning: using the result of an assignment as a condition without parentheses [clang-diagnostic-parentheses]"
"mama/c_cpp/src/c/subscription.c:2301","warning: using the result of an assignment as a condition without parentheses [clang-diagnostic-parentheses]"
"mama/c_cpp/src/c/subscription.c:485","warning: Value stored to 'status' during its initialization is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/subscription.c:82","warning: Excessive padding in 'struct mamaSubscriptionImpl_' (43 padding bytes, where 3 is optimal)."
"mama/c_cpp/src/c/syncresponder.c:126","warning: Value stored to 'rval' is never read [clang-analyzer-deadcode.DeadStores]"
"mama/c_cpp/src/c/timezone.c:215","warning: Call to function 'strcpy' is insecure as it does not provide bounding of the memory buffer. Replace unbounded copy functions with analogous functions that support length arguments such as 'strlcpy'. CWE-119 [clang-analyzer-security.insecureAPI.strcpy]"
"mama/c_cpp/src/c/timezone.c:352","warning: Potential leak of memory pointed to by 'tzSaved' [clang-analyzer-unix.Malloc]"
"mama/c_cpp/src/c/transport.c:1988","warning: Null pointer passed as an argument to a 'nonnull' parameter [clang-analyzer-core.NonNullParamChecker]"
"mama/c_cpp/src/c/transport.c:208","warning: address of array '((transportImpl *)(transport))->mName' will always evaluate to 'true' [clang-diagnostic-pointer-bool-conversion]"
"mama/c_cpp/src/c/transport.c:827","warning: Result of 'calloc' is converted to a pointer of type 'transportBridge', which is incompatible with sizeof operand type 'transportBridge *' [clang-analyzer-unix.MallocSizeof]"
"mama/c_cpp/src/c/transport.c:854","warning: Result of 'calloc' is converted to a pointer of type 'transportBridge', which is incompatible with sizeof operand type 'transportBridge *' [clang-analyzer-unix.MallocSizeof]"
